Season,Episode,Speaker,Line
4,8,gus,they continue to press me for my permission to kll walter white
4,8,gus,when i wouldnt give it they settled instead for dea agent schrader
4,8,gus,their phone call was placed to agent schrader moments before the attack thus giving him the upper hand
4,8,gus,marco was shot in the face and died instantly
4,8,gus,leonel lingered for several hours
4,8,gus,the warning call to the dea agent juan bolsa may have some insight into who placed it
4,8,gus,but yesterday the federales were at his hacienda and in the confusion juan was shot dead
4,8,gus,an accident perhaps
4,8,gus,a mistake made by his own men though we may never know
4,8,gus,at any rate i thought you should hear from me
4,8,gus,this is what comes of blood for blood hector
4,8,gus,sangre por sangre
4,8,gus,so is this the loud one
4,8,walter,what
4,8,walter,i can never remember
4,8,gus,is this the loud machine with the magnets
4,8,gus,this is the petct scan
4,8,gus,positron emission tomography
4,8,news reporter,they pair that with the computed xray tomography
4,8,eladio,quiet
4,8,eladio,no magnets
4,8,gus,right
4,8,gus,yeah thanks
4,8,walter,im still pretty new at this
4,8,news reporter,my wife and i are thinking about having kids
4,8,jesse,walk into a doctors office and suddenly boom life as i know it excuse me
4,8,gus,yes
4,8,walter,im im waiting to hear a progress report on that thing we discussed
4,8,walter,so call me
4,8,gus,anyway so for me thats been the biggest wakeup call letting go giving up control
4,8,walter,that is such bullshit
4,8,walter,never give up control
4,8,walter,live life on your own terms
4,8,walter,ive been living with cancer for the better part of a year
4,8,walter,right from the start its a death sentence
4,8,walter,its what they keep telling me
4,8,walter,well guess what
4,8,walter,every life comes with a death sentence
4,8,walter,so every few months i come in here for my regular scan knowing full well that one of these times hell maybe even today im going to hear some bad news
4,8,walter,but until then whos in charge
4,8,walter,thats how i live my life
4,8,news reporter,this residue here is why we descale with cool water from the walkin and not water from the tap remember
4,8,eladio,do it again please
4,8,hank,pollos hermanos where something delicious is always cooking
4,8,news reporter,yes detective
4,8,walter,gustavo thanks for coming in
4,8,eladio,my pleasure
4,8,jesse,hows kathi
4,8,jesse,and you know hank schrader
4,8,gus,ah yes indeed
4,8,walter,and steve gomez
4,8,eladio,how was your meal
4,8,gus,agent schrader and i had a chance to catch up in one of my restaurants a few days ago
4,8,gus,id eat there every day but i wouldnt fit through the door
4,8,gus,well should we get started
4,8,gus,id like to record this conversation if thats okay
4,8,news reporter,the dea is working on an investigation which may overlap with my own so ive asked them to sit in with us today
4,8,news reporter,gus we all appreciate your coming in here to talk to us but you have the right to have an attorney present also
4,8,walter,oh well i cant see how that would be necessary
4,8,news reporter,but then again i have no idea why im here
4,8,eladio,so you wish to continue
4,8,eladio,please
4,8,walter,sir your fingerprints were found at a crime scene
4,8,eladio,really
4,8,walter,thats surprising
4,8,news reporter,a drugrelated homicide
4,8,news reporter,gale boettichers apartment
4,8,gus,so you knew the victim
4,8,jesse,i named it after maximino arsiniega a dear friend of mine who died too young
4,8,gus,gale was a recipient of this scholarship
4,8,gus,he was uh perhaps one of three dozen
4,8,eladio,i see
4,8,jesse,and mr
4,8,walter,boetticher graduated in that sounds right
4,8,news reporter,and you kept in regular contact with him over all this time
4,8,eladio,oh no
4,8,walter,i hadnt seen gale for years until i ran into him a few weeks ago
4,8,gus,ran into him where
4,8,eladio,at the restaurant
4,8,news reporter,uh well ran into isnt quite accurate as i assume he came by to reestablish contact with me
4,8,news reporter,he invited me to dinner the following night and i accepted
4,8,gus,it was uh perhaps a week later i read about him in the paper
4,8,jesse,drug related you said
4,8,eladio,its a good possibility
4,8,gus,the paper made no mention of that
4,8,gus,i assumed that it was a random crime
4,8,news reporter,so after years with no contact he shows up in your restaurant remakes your acquaintance and invites you to dinner
4,8,news reporter,yeah he wanted money
4,8,jesse,gale boetticher asked you for money
4,8,news reporter,he didnt come right out and say that
4,8,news reporter,he spoke in terms of a vague investment opportunity but it was my suspicion yes as to why he invited me into his home
4,8,walter,he was a very talented chemist but for reasons i never understood he was more interested in taking shortcuts than what would or could have been a very promising career
4,8,gus,but personal shortcomings notwithstanding he was a warm gentle person and i thought a lot of him
4,8,gus,at any rate i uh declined his business offer and after what was a very pleasant meal left
4,8,gus,can you tell us where you were on the night of wednesday the 23rd at around 8 p
4,8,news reporter,not an accusation just a question
4,8,eladio,oh i understand
4,8,news reporter,lets see
4,8,news reporter,i was at a fundraiser at presbyterian hospital
4,8,gus,i was there from 7 to about 10
4,8,eladio,anyone else
4,8,gus,just uh just one other thing
4,8,eladio,uh is gustavo fring your real name
4,8,gus,i know youre a chilean national but there are no records of you ever living there
4,8,eladio,really
4,8,news reporter,i mean records show that you immigrated to mexico in 1986 and then a couple of years later you were granted an entry visa to the united states
4,8,walter,but theres no record of gustavo fring ever having existed in chile which i find i dont know uh strange
4,8,gus,well really it isnt
4,8,gus,general pinochets government was guilty of a great many sins
4,8,news reporter,first and foremost were his human rights abuses
4,8,gus,but it was also notoriously unreliable at keeping records
4,8,jesse,im sure if you keep digging youll find me
4,8,gus,i think thats it gus
4,8,walter,uh thank you
4,8,walter,i hope that i was of some small help
4,8,jesse,you were absolutely
4,8,walter,thank you
4,8,walter,youre very welcome
4,8,jesse,good to see you again
4,8,eladio,oh no
4,8,eladio,no please please
4,8,walter,thank you
4,8,walter,thanks
4,8,news reporter,gentlemen
4,8,news reporter,this thing with his name what are you thinking there
4,8,news reporter,sure the record keeping in south america is hit or miss
4,8,gus,i mean we run into that all the time right
4,8,hank,we usually find something
4,8,gus,i mean before 86 this guys a ghost
4,8,news reporter,if the state department wasnt satisfied with his records they wouldnt have naturalized him
4,8,walter,well maybe but he immigrated from mexico in 89
4,8,gus,you know the state just wasnt as tough on background checks pre911
4,8,news reporter,regardless i dont know what this has to do with the case at hand
4,8,gus,i was definitely curious when his prints show up at boettichers apartment but for me the scholarship thing explains it
4,8,walter,well ill admit to a certain degree of bias
4,8,gus,this man has been a longtime friend of dea but that being said uh i thought his story was credible
4,8,walter,well i agree
4,8,gus,i think it was a good story
4,8,walter,still why are we hearing it now
4,8,eladio,what do you mean
4,8,news reporter,well like you said hes a this mans a big law enforcement booster
4,8,walter,one day hes reading a newspaper and sees that somebody he just had dinner with somebody he thought a lot of was mrderd
4,8,gus,he reads this and he doesnt make a phone call
4,8,gus,doesnt call you or one of his other cop friends to share his connection with the case or ask about the investigation
4,8,eladio,what do you think tim
4,8,gus,well i want to follow up on the scholarship the alibi
4,8,gus,but my overall impression
4,8,news reporter,i believed him
4,8,jesse,nice touch
4,8,walter,bird bath
4,8,walter,hows it hanging
4,8,eladio,good
4,8,gus,whats the damage
4,8,walter,i did a lot of researching for this neighborhood
4,8,eladio,its a pretty good deal
4,8,gus,you kidding me
4,8,gus,uh speaking of which ahem
4,8,news reporter,thats for the week plus theres a little extra in there for any moverelated incidentals
4,8,walter,thank you
4,8,gus,hey champ hows the new school
4,8,eladio,good
4,8,gus,i loved school when i was your age
4,8,news reporter,seesaws story time chasing girls with sticks
4,8,walter,ha ha ha ha
4,8,gus,it wasnt until the fifth grade that i found out she liked me too
4,8,gus,but by then her family had moved to scottsdale so carpe diem okay
4,8,eladio,all right good boy
4,8,gus,so um youll thank jesse again from both of us
4,8,jesse,you got it
4,8,walter,so is he hows he doing
4,8,gus,jesse
4,8,eladio,hes good
4,8,gus,oh theres space lots of light
4,8,eladio,its a little garden out back
4,8,hank,its nice
4,8,jesse,and brock
4,8,news reporter,hows he doing
4,8,jesse,hey look i dont mind dropping checks off every week like ed mcmahon
4,8,jesse,but if you really want to know how theyre doing why dont you go see for yourself
4,8,walter,ill catch you later
4,8,jesse,hey you going to need a ride home
4,8,gus,anyway im proud for not losing my cool
4,8,gus,plus it shows our wipedown crew that i will support them if a customer is being really rude to them
4,8,gus,youre really taking to this whole be your own boss thing
4,8,walter,i guess i am
4,8,gus,actually im thinking about making a move up to management
4,8,news reporter,ah jesus
4,8,news reporter,i would be a vast improvement
4,8,news reporter,no one in kleinmans entire front office knows the first thing about giving an xray which just ahh
4,8,news reporter,hey dad uh whatever happened with your scan
4,8,gus,did did you get the results back
4,8,gus,i did
4,8,news reporter,and im still in remission
4,8,news reporter,so youre all going to have to be stuck with me for a while longer
4,8,jesse,cheers buddy
4,8,eladio,what about you hank
4,8,walter,how you feeling these days
4,8,walter,well im getting there
4,8,news reporter,the other day he had a big powwow with all the dea muckitymucks
4,8,eladio,what was that about
4,8,eladio,nothing
4,8,news reporter,just a dead end
4,8,news reporter,he wont tell me either
4,8,jesse,hey walt can you do me a favor
4,8,news reporter,uh maries working tomorrow and theres this gem and mineral show thats opening at the fairgrounds
4,8,walter,i wondered if you can maybe give me a lift
4,8,eladio,i had a collection of my own back in high school
4,8,eladio,i mean nothing fancy
4,8,gus,just entrylevel beryls and garnets one passable black tourmaline
4,8,walter,but i did have one piece of morganite that was very special
4,8,walter,it had been heat treated so it had that classic cast to it that rose almost salmon hue you know
4,8,gus,hey walt theres no rock show okay
4,8,gus,i just said that so marie wouldnt freak
4,8,eladio,freak about what
4,8,jesse,you hungry
4,8,gus,were not here for the chicken
4,8,gus,kll the engine
4,8,walter,all right heh heh heh
4,8,jesse,you ready for your mind to be blown
4,8,gus,remember him
4,8,gus,he came down to the hospital after the shting and put up the reward
4,8,walter,he he he sponsors the dea fun run every year
4,8,eladio,you youve met him
4,8,gus,yeah the the fun run guy
4,8,eladio,yeah that that guy yeah
4,8,eladio,what about him
4,8,news reporter,well i suspect and i cant prove it mind you but i suspect the mans a drug dealer
4,8,gus,i mean honest to god i really believe that this guys maybe one of the biggest movers in the southwest
4,8,walter,remember gale boetticher
4,8,gus,the uh that sad sack from the karaoke video tape
4,8,gus,and you said that he didnt strike you as being the bossman type that probably there was a much bigger guy out there right
4,8,eladio,hank that was that was just speculation
4,8,eladio,doesnt matter
4,8,walter,and guess what i find
4,8,gus,chicken mans fingerprints at boettichers mrder scene
4,8,walter,so we bring him in you think that that gustavo fring klled gale boetticher
4,8,walter,well probably not
